full_name,position,adp_rank_stdev,adp_rank_mean,n_snapshots
Jaylen Warren,RB,3.8389961888352695,47.25925925925926,27
Kenneth Walker,RB,3.8065770043476697,22.51851851851852,27
Omarion Hampton,RB,3.798710232460411,23.25925925925926,27
Tee Higgins,WR,3.7248683029932588,18.48148148148148,27
Brock Bowers,TE,3.710691413905335,16.333333333333332,27
Rashid Shaheed,WR,3.526860705889361,134.85185185185185,27
Colston Loveland,TE,3.5256487956402336,25.74074074074074,27
Harold Fannin,TE,3.5062012625414543,56.7037037037037,27
Travis Kelce,TE,3.47805493011052,65.5925925925926,27
Michael Wilson,WR,3.4529808749943767,85.33333333333333,27
Terry McLaurin,WR,3.411894728889747,40.44444444444444,27
Woody Marks,RB,3.3871720465506976,174.37037037037038,27
Davante Adams,WR,3.214550253664316,60.111111111111114,27
Josh Allen,QB,3.16677912530856,30.51851851851852,27
Jordan Addison,WR,3.1423946083590324,88.48148148148148,27
Chase Brown,RB,3.0638969283356103,14.814814814814815,27
Keaton Mitchell,RB,3.037280234859992,175.07407407407408,27
AJ Barner,TE,3.0075877452842597,107.25925925925925,27
KaVontae Turpin,WR,2.926448797451031,232.88888888888889,27
Javonte Williams,RB,2.837980101080883,31.14814814814815,27
A.J. Brown,WR,2.679456508228335,13.88888888888889,27
Zay Flowers,WR,2.6639943875440304,18.59259259259259,27
Courtland Sutton,WR,2.6527414191807375,101.96296296296296,27
George Pickens,WR,2.6360420991930216,21.11111111111111,27
Tetairoa McMillan,WR,2.594098057002613,33.96296296296296,27
Jayden Higgins,WR,2.5362863675089447,111.10526315789474,19
Derek Carr,QB,1.9272482233188635,484.0,8
Derrick Henry,RB,1.8605210188381254,23.333333333333332,27
Garrett Wilson,WR,1.8451445484184705,43.407407407407405,27
Lamar Jackson,QB,1.8006013557045977,48.370370370370374,27
Michael Pittman,WR,1.764641638962464,97.96296296296296,27
Cade Klubnik,QB,1.7268882005338118,480.875,8
Dillon Gabriel,QB,1.7268882005338118,486.875,8
Gardner Minshew,QB,1.7268882005338118,482.875,8
Mac Jones,QB,1.7268882005338118,481.875,8
Joe Flacco,QB,1.581138830084167,484.75,8
Christian McCaffrey,RB,1.2585887271247842,4.7407407407407405,27
Ja'Marr Chase,WR,1.1633040674201884,5.2592592592592595,27
Amon-Ra St. Brown,WR,1.0675210253672474,4.703703703703703,27
Jonnu Smith,TE,1.0,272.5,4
Keenan Allen,WR,0.96609178307931,154.4,10
CeeDee Lamb,WR,0.8979241650984819,10.962962962962964,27
Puka Nacua,WR,0.7510676161988106,3.5555555555555554,27
Justin Jefferson,WR,0.7510676161988104,13.88888888888889,27
Jaxon Smith-Njigba,WR,0.7181013268818793,6.851851851851852,27
De'Von Achane,RB,0.6979824404521127,9.444444444444445,27
Jonathan Taylor,RB,0.6015175490568515,7.851851851851852,27
Stefon Diggs,WR,0.560225681179305,82.13636363636364,22
Bijan Robinson,RB,0.2773500981126146,2.0,27
Jahmyr Gibbs,RB,0.19245008972987526,1.037037037037037,27
